week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
43rd week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,22,,24,10,2019,22.7859232,86.1716093,0.494459845,,301.86
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,29,,1,9,2019,34.6110236,74.23847867,0.327162664,12,288.95
43rd week,Karnataka,Dharwad,Chikungunya,7,,19,10,2019,15.4540505,75.0066516,0.520312312,5,300.94
43rd week,Karnataka,Kalaburagi,Chikungunya,27,,24,10,2019,17.166667,77.083333,0.464287949,,301.42
43rd week,Maharashtra,Sangli,Cholera,111,3,22,10,2019,17.1726928,74.58676543,0.805633843,8,301.06
43rd week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,10,,24,10,2019,32.166667,75.316667,0.019810445,,300.488
43rd week,Rajasthan,Alwar,Dengue,37,,25,10,2019,27.5,76.5,0.010786844,8,304.704
43rd week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,49,,22,10,2019,11.7564329,79.7634644,0.925945649,8,
43rd week,Uttar Pradesh,Deoria,Acute Diarrhoeal Disease,14,1,23,10,2019,26.42384715,83.76273169,0.033167292,,301.6666666
43rd week,Uttarakhand,Pauri Garhwal,Dengue,8,,20,10,2019,29.84591115,78.70766746,0.16111353,34,295.2
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,65,,3,10,2019,15.8309251,78.0425373,0.131462082,16,302.46
43rd week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,75,1,13,10,2019,19.11912825,81.82918649,1.228526767,25,299.648
43rd week,Jammu and Kashmir,Kupwara,Cholera,246,4,26,8,2019,34.6110236,74.23847867,0.158683676,17,291.7066666
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,32,,28,8,2019,34.6110236,74.23847867,0.097588536,,290.844
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,30,,29,8,2019,34.6110236,74.23847867,0.11739895,,290.052
43rd week,Karnataka,Chikkaballapur,Chikungunya,15,,16,10,2019,13.6102243,77.5127721,0.389963042,,300.996
43rd week,Maharashtra,Jalgaon,Dengue,26,1,14,10,2019,20.84288265,75.52612464,0.03167748,22,304.0966666
43rd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,15,,8,8,2019,21.1498134,79.0820556,1.141478572,10,
43rd week,Maharashtra,Nashik,Cholera,289,,17,10,2019,20.0112475,73.7902364,0.167546326,15,303.756
43rd week,Maharashtra,Sholapur,Dengue,10,,14,10,2019,17.6912883,75.8841635,0.534648005,12,306.625
43rd week,Nagaland,Kohima,Dengue,2,,23,8,2019,25.75,94.166667,0.251996831,51,297.905
43rd week,Uttar Pradesh,Fatehpur,Dengue,6,,30,9,2019,25.8435395,80.91800397,0.910755501,,295.27
44th week,Bihar,Bhabua,Dengue,3,1,27,10,2019,25.07634815,83.63359776,0.030830319,16,300.52
44th week,Maharashtra,Buldhana,Dengue,98,,24,10,2019,20.562845,76.40869861,0.831913295,,301.62
44th week,Mizoram,Aizawl East,Dengue,53,,30,10,2019,23.7435236,92.7382905,0.367086469,56,297.065
44th week,Odisha,Ganjam,Acute Diarrhoeal Disease,30,,29,10,2019,19.4129711,85.04710406,,10,296.34
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,25,,31,10,2019,21.87705125,84.00905064,0.107620691,,299.296
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,16,,28,10,2019,21.87705125,84.00905064,0.788338421,19,300.0133334
44th week,Telangana,Sangareddy,Dengue And Chikungunya,34,,29,10,2019,17.86859205,77.82281995,0.320730438,16,298.864
44th week,Tamil Nadu,Madurai,Chikungunya,49,,1,11,2019,9.9261153,78.1140983,0.668631561,,297.16
44th week,Uttar Pradesh,Auraiya,Dengue,209,,29,10,2019,26.65573395,79.51504701,1.52E-05,8,303.85
44th week,Bihar,Arwal,Dengue,5,,15,10,2019,25.18077715,84.65920203,0.039888691,,302.568
44th week,Bihar,Muzaffarpur,Dengue,67,,27,6,2019,26.1486581,85.34001282,0.326700544,7,303.4
44th week,Maharashtra,Thane,Dengue,25,,10,9,2019,19.1943294,72.9701779,2.791678443,2,
45th week,Assam,Chirang,Malaria,38,,8,11,2019,26.6464231,90.62415699,0.009075327,,297.5566666
45th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,30,,2,11,2019,20.73218365,81.14335738,0.350958768,18,299.36
45th week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,12,,8,11,2019,22.7464225,85.91689291,0.011297541,,299.768
45th week,Karnataka,Raichur,Acute Diarrhoeal Disease,15,,9,11,2019,16.083333,77.166667,0.116667019,,305.168
45th week,Karnataka,Uttara Kannada,Cholera,20,,5,11,2019,14.72447415,74.64223734,0.217883286,42,300.75
45th week,Odisha,Angul,Acute Diarrhoeal Disease,32,,4,11,2019,20.8382426,85.0973949,0.037434399,23,300.768
45th week,Uttar Pradesh,Farrukhabad,Dengue,12,,2,11,2019,27.43719385,79.48912947,7.30E-05,5,304.156
45th week,Assam,Cachar,Malaria,6,,22,10,2019,24.75863995,92.88166476,0.13656439,34,301.7166666
45th week,Bihar,Munger,Dengue,7,,13,9,2019,25.22081165,86.51720367,0.866443751,,299.96
45th week,Jharkhand,Ranchi,Dengue And Chikungunya,16,,31,10,2019,23.3700501,85.3250387,0.588852557,,299.335
45th week,Jharkhand,Saraikela Kharsawan,Dengue,7,,22,10,2019,22.7464225,85.91689291,0.319737757,22,301.095
45th week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,43,,27,9,2019,33.718807,74.8333311,0.248393009,11,295.48
45th week,Karnataka,Tumkur,Dengue And Chikungunya,33,,22,10,2019,13.3400771,77.1006208,0.720433913,9,300.42
45th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,7,,30,10,2019,25.58173695,91.28910306,2.507953033,39,296.1266666
45th week,Maharashtra,Pune,Dengue And Chikungunya,4,,25,10,2019,18.521428,73.8544541,1.0779653,11,294.56
45th week,Maharashtra,Sangli,Cholera,112,,1,11,2019,17.1726928,74.58676543,0.287905222,,300.62
45th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,67,,31,10,2019,17.1726928,74.58676543,0.545627163,,300.62
45th week,Maharashtra,Sholapur,Dengue,11,1,20,9,2019,17.6912883,75.8841635,0.731356515,6,310.28
45th week,Rajasthan,Alwar,Dengue,60,,1,11,2019,27.5,76.5,3.00E-05,,305.435
45th week,Telangana,Sangareddy,Dengue,34,,29,10,2019,17.86859205,77.82281995,0.320730438,16,298.864
45th week,Uttar Pradesh,Fatehpur,Dengue,6,,14,10,2019,25.8435395,80.91800397,0.007440194,15,303.6166666
45th week,Uttar Pradesh,Shamli,Dengue,5,,30,10,2019,29.5008816,77.34838259,0.002175384,14,298.23
46th week,Assam,Darrang (Mangaldoi),Acute Diarrhoeal Disease,2,1,10,11,2019,26.4365974,92.0342718,0.023171562,34,297.08
46th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,74,,14,11,2019,22.5,83.5,0.000984644,19,298.78
46th week,Jharkhand,Godda,Dengue,23,,12,11,2019,24.74334305,87.29285062,0.012042772,10,301.5533334
46th week,Karnataka,Chitradurga,Dengue,17,1,10,11,2019,14.2266443,76.4005122,0.136642746,13,301.792
46th week,Karnataka,Tumkur,Chikungunya,14,,11,11,2019,13.3400771,77.1006208,0.105859503,14,300.192
46th week,Maharashtra,Bhandara,Acute Diarrhoeal Disease,19,,7,11,2019,21.12304765,79.79390882,0.090716551,16,301.93
46th week,Tamil Nadu,Madurai,Chikungunya,26,,11,11,2019,9.9261153,78.1140983,0.363427043,11,304.735
46th week,Tamil Nadu,Virudhunagar Sivakasi,Chikungunya,27,,7,11,2019,9.4477045,77.8000434,0.108085529,16,303.635
46th week,Assam,Dibrugarh,Dengue,1,,24,10,2019,27.4844597,94.9019447,0.3143609,,299.708
46th week,Karnataka,Tumkur,Dengue,15,,4,11,2019,13.3400771,77.1006208,0.383210867,16,299.776
46th week,Maharashtra,Jalgaon,Dengue,8,1,24,10,2019,20.84288265,75.52612464,0.559489116,,305.74
46th week,Maharashtra,Kolhapur,Dengue,7,2,19,10,2019,16.7028412,74.2405329,0.43336497,5,302.93
47th week,Assam,Tinsukia,Acute Diarrhoeal Disease,12,,19,11,2019,27.52016575,95.53063473,0.021306393,31,298.15
47th week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,83,,19,11,2019,22.7464225,85.91689291,2.43E-05,14,299.93
47th week,Karnataka,Dakshina Kannada,Chikungunya,30,,17,11,2019,12.9324457,74.9813132,0.276596638,,302.56
47th week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,21,,18,11,2019,17.166667,77.083333,0.013551865,17,304
47th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,44,,18,11,2019,21.87705125,84.00905064,2.74E-05,16,300.0966666
47th week,Tamil Nadu,Madurai,Dengue,40,,15,11,2019,9.9261153,78.1140983,0.230124907,11,304.075
47th week,West Bengal,Hooghly,Acute Diarrhoeal Disease,301,,15,11,2019,22.9052114,88.3760639,0.752506535,15,300.7266666
47th week,Jammu and Kashmir,Doda,Dengue,435,,2,8,2019,33.1449112,75.5473969,1.27725959,24,289.0266666
47th week,Karnataka,Kalaburgi,Acute Diarrhoeal Disease,33,,24,10,2019,17.31506295,76.83148612,0.464287949,,301.42
47th week,Karnataka,Kalaburgi,Chikungunya,12,,17,9,2019,17.31506295,76.83148612,0.166569438,11,305.1533334
47th week,Karnataka,Kalaburgi,Chikungunya,60,,24,10,2019,17.31506295,76.83148612,0.464287949,,301.42
47th week,Karnataka,Tumkur,Chikungunya,16,,12,11,2019,13.3400771,77.1006208,0.103526807,14,300.072
47th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,6,,13,11,2019,24.6185442,77.8788306,0.304420055,6,302.856
47th week,Madhya Pradesh,Raisen,Acute Diarrhoeal Disease,150,2,13,11,2019,23.25,78.083333,0.079951308,12,303.3
47th week,Maharashtra,Beed,Dengue,16,,13,11,2019,18.9918442,75.909784,0.023632577,11,304.6333334
47th week,West Bengal,Medinipur,Acute Diarrhoeal Disease,28,,11,11,2019,22.4221814,87.3221281,0.604935631,16,297.28
47th week,Jharkhand,Godda,Dengue,23,,12,11,2019,24.74334305,87.29285062,0.012042772,10,301.5533334
48th week,Assam,Udalguri,Acute Diarrhoeal Disease,9,1,26,11,2019,26.77253155,92.10641749,0.011766595,32,295.51
48th week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,11,,23,11,2019,22.7464225,85.91689291,3.16E-05,14,298.58
48th week,Karnataka,Chikkaballapur,Dengue,21,,24,11,2019,13.6102243,77.5127721,0.098357687,,301.46
48th week,Karnataka,Chikkaballapur,Dengue,25,,26,11,2019,13.6102243,77.5127721,0.052551769,10,302.2466666
48th week,Karnataka,Kalaburagi,Acute Diarrhoeal Disease,12,,27,11,2019,17.166667,77.083333,0.000962025,15,304.6033334
48th week,Maharashtra,Kolhapur,Chikungunya,8,,25,11,2019,16.7028412,74.2405329,0.027660055,,305.355
48th week,Odisha,Ganjam,Acute Diarrhoeal Disease,13,,22,11,2019,19.4129711,85.04710406,,,300.59
48th week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,9,,26,11,2019,21.75,86.5,0.000424018,18,299.768
48th week,Bihar,Rohtas,Acute Diarrhoeal Disease,25,,30,10,2019,24.6723487,83.92090397,0.027494478,16,298.18
48th week,Delhi,South Delhi,Dengue,12,,21,10,2019,28.4851694,77.1963652,0.053194402,6,307.704
48th week,Jharkhand,East Singhbhum,Acute Diarrhoeal Disease,6,1,16,11,2019,22.8092139,86.2091549,0.003567116,,300.628
48th week,Karnataka,Bengaluru Urban,Chikungunya,46,,18,11,2019,12.94514225,77.553645,0.080240819,10,300.305
48th week,Karnataka,Tumkur,Dengue,18,,4,11,2019,13.3400771,77.1006208,0.383210867,16,299.776
48th week,Odisha,Balasore,Acute Diarrhoeal Disease,14,,20,11,2019,21.5002888,86.9202627,5.82E-05,15,300.1566666
48th week,Odisha,Jajpur,Chikungunya,60,,10,11,2019,20.8522696,86.3385714,0.788843342,18,298.7933334
49th week,Bihar,Rohtas,Acute Diarrhoeal Disease,16,,3,12,2019,24.6723487,83.92090397,0.00321547,,300.6066666
49th week,Chhattisgarh,Raigarh,Dengue,7,,7,12,2019,22.5,83.5,0.001747172,15,296.21
49th week,Karnataka,Raichur,Dengue,7,,2,12,2019,16.083333,77.166667,0.133371291,,304.072
49th week,Kerala,Pathanamthitta,Acute Diarrhoeal Disease,10,,5,12,2019,9.2780841,76.9737443,0.630484158,36,299.11
49th week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,19,,7,12,2019,32.166667,75.316667,5.62E-05,6,292.4233334
49th week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,16,,1,12,2019,12.22721295,79.07015555,0.483717975,12,299.4933334
49th week,Tamil Nadu,Tirunelveli,Dengue,14,,3,12,2019,8.7284271,77.7112925,1.660338535,,300.49
49th week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,34,,30,11,2019,23.7952809,86.4309638,6.65E-05,9,299.68
49th week,Karnataka,Bagalkot,Chikungunya,25,,27,11,2019,16.1853166,75.6967919,0.005961263,11,305
49th week,Karnataka,Hassan,Acute Diarrhoeal Disease,39,,29,11,2019,13.0070817,76.0992703,0.035672801,13,301.056
49th week,Karnataka,Tumkur,Dengue,49,1,6,11,2019,13.3400771,77.1006208,0.206422093,16,300.75
49th week,Karnataka,Tumkur,Dengue And Chikungunya,19,,18,11,2019,13.3400771,77.1006208,0.111284711,13,300.108
49th week,Kerala,Ernakulam,Dengue,17,,3,11,2019,9.98408,76.2741457,0.873369272,36,303.4133334
49th week,Kerala,Trivandrum,Chikungunya,18,,11,11,2019,8.4882267,76.947551,0.612975951,37,300.988
49th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,24,,28,11,2019,16.7028412,74.2405329,0.000681386,9,305.044
49th week,Maharashtra,Palghar,Dengue,16,,22,11,2019,19.684661,72.82491116,0.00084633,16,303.332
49th week,Odisha,Jajpur,Chikungunya,142,,10,11,2019,20.8522696,86.3385714,0.788843342,18,298.7933334
50th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,60,,9,12,2019,15.8309251,78.0425373,0.009241834,12,301.62
50th week,Karnataka,Mysuru,Acute Diarrhoeal Disease,58,,4,11,2019,12.3051828,76.6553609,0.372023151,27,300.5866666
50th week,Karnataka,Mysuru,Acute Diarrhoeal Disease,10,,4,11,2019,12.3051828,76.6553609,0.372023151,27,300.5866666
50th week,Karnataka,Bagalkot,Dengue,27,,20,11,2019,16.1853166,75.6967919,0.042370694,12,304.6
50th week,Karnataka,Tumkur,Chikungunya,14,,30,11,2019,13.3400771,77.1006208,0.036608842,12,300.0866666
50th week,Uttar Pradesh,Jalaun,Dengue,15,,16,10,2019,26.105546,79.42765265,0.001466828,,305.3833334
51st week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,14,,13,12,2019,22.5,83.5,5.53E-05,13,297.616
51st week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,34,,16,12,2019,23.7952809,86.4309638,0.090182088,5,297.285
51st week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,11,,18,12,2019,23.7952809,86.4309638,0.149335444,,296.64
51st week,Tamil Nadu,Tirunelveli,Cholera,1,,20,12,2019,8.7284271,77.7112925,0.358328427,12,299.91
51st week,Bihar,Siwan,Dengue,7,,31,10,2019,26.1310043,84.39125661,0.009403333,,297.62
51st week,Bihar,Siwan,Dengue,14,,12,10,2019,26.1310043,84.39125661,0.083699514,17,301.964
51st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,30,,11,12,2019,22.0090841,82.578896,9.38E-06,,296.43
51st week,Gujarat,Morbi,Acute Diarrhoeal Disease,190,,9,12,2019,22.8176662,70.8345928,6.14E-05,9,301.62
51st week,Karnataka,Bangalore,Chikungunya,42,,3,12,2019,12.9767936,77.590082,0.451823566,,
51st week,Maharashtra,Chandrapur,Malaria,10,1,11,12,2019,20.0967555,79.50454752,9.38E-06,,300.325
51st week,Maharashtra,Chandrapur,Dengue,34,2,7,10,2019,20.0967555,79.50454752,0.141417117,,302.1966666
51st week,Maharashtra,Kolhapur,Chikungunya,7,,13,12,2019,16.7028412,74.2405329,0.004473538,9,304.248
51st week,Uttar Pradesh,Fatehpur,Dengue,8,,18,11,2019,25.8435395,80.91800397,2.74E-05,5,301.57
1st week,Karnataka,Kalaburagi,Chikungunya,55,,2,1,2018,17.166667,77.083333,4.34E-05,6.5,306.588
1st week,Kerala,Trivandrum,Acute Diarrhoeal Disease,21,,3,1,2018,8.4882267,76.947551,0.012261212,40,300.784
1st week,Maharashtra,Gadchiroli,Malaria,13,1,31,12,2017,19.75907035,80.16228073,6.41E-05,13,300.156
1st week,West Bengal,Nayabasti,Acute Diarrhoeal Disease,39,,2,1,2018,26.1090303,88.070742,4.34E-05,6.5,297.49
2nd week,Chandigarh,Chandigarh,Acute Diarrhoeal Disease,31,,8,1,2018,30.72984395,76.78414567,0.000800524,,288.8933334
2nd week,Karnataka,Kalaburgi,Chikungunya,85,,11,1,2018,17.31506295,76.83148612,9.23E-05,5,305.13
2nd week,Maharashtra,Latur,Acute Diarrhoeal Disease,41,,18,12,2017,18.35159075,76.75542361,7.72E-05,,305.6566666
2nd week,Maharashtra,Osmanabad,Chikungunya,17,,11,12,2017,18.16984395,76.11796321,0.003459002,,304.7766666
3rd week,Gujarat,Anand,Acute Diarrhoeal Disease,196,,18,1,2018,22.5584995,72.9625629,0.000109469,10,302.535
3rd week,Karnataka,Dharwad,Chikungunya,12,,17,1,2018,15.4540505,75.0066516,0.000283589,,308.904
3rd week,Karnataka,Ramanagara,Acute Diarrhoeal Disease,33,,17,1,2018,12.7252766,77.2804797,0.000359809,,304.788
3rd week,Punjab,Roopnagar,Acute Diarrhoeal Disease,37,,21,1,2018,30.9688367,76.526088,6.40E-05,12,291.2933334
4th week,Gujarat,Surendranagar,Acute Diarrhoeal Disease,25,,26,1,2018,22.75,71.666667,5.59E-05,6,303.2133334
4th week,Kerala,Trivandrum,Acute Diarrhoeal Disease,112,,18,1,2018,8.4882267,76.947551,0.03090569,37,298.764
4th week,Karnataka,Bidar,Acute Diarrhoeal Disease,23,,23,1,2018,18.083333,77.333333,4.64E-05,6,307.2933334
4th week,Karnataka,Davangere,Chikungunya,15,,18,1,2018,14.4679807,75.9195682,8.28E-05,7,307.284
4th week,Tamil Nadu,Ariyalur,Dengue,12,,27,1,2018,11.07603595,79.11745538,0.000354766,10,304.928
4th week,Maharashtra,Jalna,Dengue,11,,16,1,2018,19.91883295,75.87085986,0.000471547,,303.7133334
5th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,7,2,31,1,2018,16.2915189,80.4541588,0.004933707,9,304.376
5th week,Tamil Nadu,Tiruppur,Acute Diarrhoeal Disease,23,,3,2,2018,11.1017815,77.345192,4.51E-05,6,310.59
6th week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,9,,5,2,2018,16.99842865,81.71561488,3.28E-05,16,302.7833334
6th week,Arunachal Pradesh,East Kameng,Acute Diarrhoeal Disease,17,,7,2,2018,27.3,93.05,0.705488466,6,283.676
6th week,Goa,North Goa,Acute Diarrhoeal Disease,46,,5,2,2018,15.60444125,74.00172406,3.28E-05,25,304.216
6th week,Gujarat,Vadodara,Acute Diarrhoeal Disease,203,,7,2,2018,22.2973142,73.1942567,0.000318452,8,304.98
6th week,Karnataka,Haveri,Acute Diarrhoeal Disease,26,,5,2,2018,14.7874825,75.3996731,3.28E-05,13,304.404
6th week,Karnataka,Shimoga,Cholera,54,3,9,2,2018,13.9326093,75.574978,0.001735806,,305.91
6th week,Odisha,Khurda,Acute Diarrhoeal Disease,20,,4,2,2018,20.1540594,85.7086509,0.000117168,7,303.48
6th week,Telangana,Medak,Acute Diarrhoeal Disease,172,,6,2,2018,17.9375095,78.21174499,4.17E-05,5,306.8133334
7th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,42,,11,2,2018,13.1601048,79.15555062,0.09335976,11,304.23
7th week,Karnataka,Gadag,Acute Diarrhoeal Disease,27,,14,2,2018,15.4206667,75.6225644,0.035474873,5,309.896
7th week,Karnataka,Shimoga,Acute Diarrhoeal Disease,12,,15,2,2018,13.9326093,75.574978,0.031821173,7,305.49
7th week,Tamil Nadu,Salem,Acute Diarrhoeal Disease,48,,10,2,2018,11.0600516,77.0679581,0.370406542,,305.264
7th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,19,,16,2,2018,17.86859205,77.82281995,0.024733614,5,305.855
8th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,27,,21,2,2018,15.8309251,78.0425373,7.80E-05,6,309.112
8th week,Himachal Pradesh,Mandi,Acute Diarrhoeal Disease,25,,17,2,2018,31.6723392,76.95331691,0.396601065,,286.448
8th week,Puducherry,Karaikal,Acute Diarrhoeal Disease,18,,19,2,2018,10.91571,79.8375761,0.020752949,10,305.015
8th week,Tamil Nadu,Virudhunagar,Dengue,15,,18,2,2018,9.5208936,77.8784564,0.001063324,,307.91
8th week,Tamil Nadu,Tiruchirapalli,Chikungunya,23,,18,2,2018,10.8219673,78.6830614,0.01349681,,308.73
8th week,Tamil Nadu,Tiruvallur,Dengue,17,,16,2,2018,13.1394221,79.9070839,0.004817442,9,305.68
8th week,Tripura,North Tripura,Acute Diarrhoeal Disease,96,,23,2,2018,24.0921476,92.24512135,9.89E-05,37,297.1
9th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,168,,4,3,2018,16.2915189,80.4541588,8.66E-05,8,311.956
9th week,Tamil Nadu,Dindigul,Chikungunya,36,,26,2,2018,10.3303299,78.06739791,0.001119274,,308.44
9th week,Tamil Nadu,Villupuram,Chikungunya,39,,19,2,2019,11.9415377,79.4861469,0.030077895,8,303.58
10th week,Gujarat,Banaskantha,Acute Diarrhoeal Disease,23,,7,3,2018,24.172056,72.431134,5.77E-05,6,308.64
10th week,Gujarat,Navsari,Acute Diarrhoeal Disease,27,,8,3,2018,20.952407,72.9323831,4.40E-05,3,308.408
10th week,Gujarat,Surat,Acute Diarrhoeal Disease,77,,3,3,2018,21.19177615,72.95441578,0.001935576,6,308.0933334
10th week,Karnataka,Yadgiri,Acute Diarrhoeal Disease,23,,6,3,2018,16.7469536,77.1327594,6.24E-05,,312.64
10th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,11,,8,3,2018,19.75,83,0.000187148,8,308.4733334
10th week,Tamil Nadu,Madurai,Chikungunya,49,,5,3,2018,9.9261153,78.1140983,0.007711443,,315.2866666
10th week,Tamil Nadu,Dindigul,Chikungunya,23,,8,3,2018,10.3303299,78.06739791,0.000263658,8,313.836
10th week,Kerala,Thrissur,Chikungunya,30,,13,3,2018,10.5256264,76.2132542,0.013818203,,304.824
10th week,Maharashtra,Nashik,Dengue,4,1,21,2,2018,20.0112475,73.7902364,0.000101502,6,307.69
10th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,1987,4,6,3,2018,16.2915189,80.4541588,6.73E-05,,311.896
11th week,Assam,Jorhat,Cholera,19,,10,3,2018,26.7577925,94.2079645,0.262020834,11,297.768
11th week,Karnataka,Ballari,Acute Diarrhoeal Disease,23,,6,3,2018,15.2485413,76.8323648,6.24E-05,,312.64
11th week,Tripura,North Tripura,Acute Diarrhoeal Disease,9,,28,2,2018,24.0921476,92.24512135,0.049820107,34,298.508
12th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,72,,18,3,2018,20.73218365,81.14335738,0.085940048,7,308.716
12th week,Kerala,Kasaragod,Acute Diarrhoeal Disease,53,,25,3,2018,12.5035577,74.9907022,0.088930421,48,303.6833334
12th week,Karnataka,Bagalkot,Chikungunya,32,,20,3,2018,16.1853166,75.6967919,0.083724602,5,314.5
12th week,Karnataka,Davangere,Acute Diarrhoeal Disease,149,,21,3,2018,14.4679807,75.9195682,0.162946238,,310.915
12th week,Tamil Nadu,Sivaganga,Chikungunya,10,,24,3,2018,9.851231,78.53047155,0.010192676,5,315.092
12th week,Telangana,Nizamabad,Acute Diarrhoeal Disease,158,,18,3,2018,18.75,78.25,0.058677499,9,307.24
12th week,West Bengal,Howrah,Acute Diarrhoeal Disease,6,,18,3,2018,22.5736296,88.3251045,0.045027274,12,305.452
12th week,Karnataka,Davangere,Chikungunya,48,,13,3,2018,14.4679807,75.9195682,7.39E-05,,312.676
13th week,Andhra Pradesh,Guntur,Acute Diarrhoeal Disease,21,,28,3,2018,16.2915189,80.4541588,0.009486841,9,311.656
